Product Name,Part Number,Part Description,Part Type,Labor Tier,Part Currency,Pricing Option,Price,EEE Code,Substitute Part,Component Group,Serialized Module
iPhone 11,076-00451,(REPAIR) NON-PHYSICAL PART,Module,,GBP,Exchange Price,0.0,,,B,N
iPhone 11,076-00451,(REPAIR) NON-PHYSICAL PART,Module,,GBP,Stocking Price ,1.0,,,B,N
iPhone 11,661-01727,USB Serial Number Reader Cable,Module,,GBP,Exchange Price,59.4,G48K,,B,Y
iPhone 11,661-01727,USB Serial Number Reader Cable,Module,,GBP,Stocking Price ,72.6,G48K,,B,Y
iPhone 11,661-02310,10W Power Adapter,Module,CON2,GBP,Exchange Price,11.0,G9F3;G9F9,,F,Y
iPhone 11,661-02310,10W Power Adapter,Module,CON2,GBP,Stocking Price ,13.93,G9F3;G9F9,,F,Y
iPhone 11,661-02315,29W Adapter,Module,CON2,GBP,Exchange Price,30.8,FPWW,661-16295,6,Y
iPhone 11,661-02315,29W Adapter,Module,CON2,GBP,Stocking Price ,35.93,FPWW,661-16295,6,Y
iPhone 11,661-03066,"Duckhead Adapter, ",Module,CON2,GBP,Exchange Price,4.4,,,1,N
iPhone 11,661-03066,"Duckhead Adapter, ",Module,CON2,GBP,Stocking Price ,6.16,,,1,N
iPhone 11,661-03943,12W Power Adapter,Module,CON2,GBP,Exchange Price,11.0,FYT1;F4RF;NYGW,,F,Y
iPhone 11,661-03943,12W Power Adapter,Module,CON2,GBP,Stocking Price ,13.93,FYT1;F4RF;NYGW,,F,Y
iPhone 11,661-08916,PSA Press Fixture,Module,,GBP,Exchange Price,161.9,JDXT,,B,Y
iPhone 11,661-08916,PSA Press Fixture,Module,,GBP,Stocking Price ,161.9,JDXT,,B,Y
iPhone 11,661-09461,"Power Adapter, 30W, USB C",Module,CON2,GBP,Exchange Price,30.8,H80M;JV3F;PM88,661-16295,6,Y
iPhone 11,661-09461,"Power Adapter, 30W, USB C",Module,CON2,GBP,Stocking Price ,35.93,H80M;JV3F;PM88,661-16295,6,Y
iPhone 11,661-13449,"64GB, Black, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N72J,,B,Y
iPhone 11,661-13449,"64GB, Black, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,365.0,N72J,,B,Y
iPhone 11,661-13449,"64GB, Black, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N72J,,B,Y
iPhone 11,661-13449,"64GB, Black, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N72J,,B,Y
iPhone 11,661-13450,"64GB, White, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N72K,,B,Y
iPhone 11,661-13450,"64GB, White, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,365.0,N72K,,B,Y
iPhone 11,661-13450,"64GB, White, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N72K,,B,Y
iPhone 11,661-13450,"64GB, White, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N72K,,B,Y
iPhone 11,661-13451,"64GB, Red, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N72L,,B,Y
iPhone 11,661-13451,"64GB, Red, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,365.0,N72L,,B,Y
iPhone 11,661-13451,"64GB, Red, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N72L,,B,Y
iPhone 11,661-13451,"64GB, Red, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N72L,,B,Y
iPhone 11,661-13452,"64GB, Yellow, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N72M,,B,Y
iPhone 11,661-13452,"64GB, Yellow, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,365.0,N72M,,B,Y
iPhone 11,661-13452,"64GB, Yellow, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N72M,,B,Y
iPhone 11,661-13452,"64GB, Yellow, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N72M,,B,Y
iPhone 11,661-13453,"64GB, Purple, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N72N,,B,Y
iPhone 11,661-13453,"64GB, Purple, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,365.0,N72N,,B,Y
iPhone 11,661-13453,"64GB, Purple, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N72N,,B,Y
iPhone 11,661-13453,"64GB, Purple, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N72N,,B,Y
iPhone 11,661-13454,"64GB, Green, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N72P,,B,Y
iPhone 11,661-13454,"64GB, Green, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,365.0,N72P,,B,Y
iPhone 11,661-13454,"64GB, Green, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N72P,,B,Y
iPhone 11,661-13454,"64GB, Green, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N72P,,B,Y
iPhone 11,661-13455,"128GB, Black, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N72Q,,B,Y
iPhone 11,661-13455,"128GB, Black, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,400.0,N72Q,,B,Y
iPhone 11,661-13455,"128GB, Black, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N72Q,,B,Y
iPhone 11,661-13455,"128GB, Black, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N72Q,,B,Y
iPhone 11,661-13456,"128GB, White, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N72R,,B,Y
iPhone 11,661-13456,"128GB, White, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,400.0,N72R,,B,Y
iPhone 11,661-13456,"128GB, White, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N72R,,B,Y
iPhone 11,661-13456,"128GB, White, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N72R,,B,Y
iPhone 11,661-13457,"128GB, Red, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N72T,,B,Y
iPhone 11,661-13457,"128GB, Red, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,400.0,N72T,,B,Y
iPhone 11,661-13457,"128GB, Red, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N72T,,B,Y
iPhone 11,661-13457,"128GB, Red, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N72T,,B,Y
iPhone 11,661-13458,"128GB, Yellow, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N72V,,B,Y
iPhone 11,661-13458,"128GB, Yellow, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,400.0,N72V,,B,Y
iPhone 11,661-13458,"128GB, Yellow, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N72V,,B,Y
iPhone 11,661-13458,"128GB, Yellow, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N72V,,B,Y
iPhone 11,661-13459,"128GB, Purple, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N72W,,B,Y
iPhone 11,661-13459,"128GB, Purple, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,400.0,N72W,,B,Y
iPhone 11,661-13459,"128GB, Purple, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N72W,,B,Y
iPhone 11,661-13459,"128GB, Purple, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N72W,,B,Y
iPhone 11,661-13460,"128GB, Green, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N72X,,B,Y
iPhone 11,661-13460,"128GB, Green, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,400.0,N72X,,B,Y
iPhone 11,661-13460,"128GB, Green, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N72X,,B,Y
iPhone 11,661-13460,"128GB, Green, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N72X,,B,Y
iPhone 11,661-13461,"256GB, Black, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N72Y,,B,Y
iPhone 11,661-13461,"256GB, Black, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,475.0,N72Y,,B,Y
iPhone 11,661-13461,"256GB, Black, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N72Y,,B,Y
iPhone 11,661-13461,"256GB, Black, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N72Y,,B,Y
iPhone 11,661-13462,"256GB, White, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N730,,B,Y
iPhone 11,661-13462,"256GB, White, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,475.0,N730,,B,Y
iPhone 11,661-13462,"256GB, White, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N730,,B,Y
iPhone 11,661-13462,"256GB, White, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N730,,B,Y
iPhone 11,661-13463,"256GB, Red, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N731,,B,Y
iPhone 11,661-13463,"256GB, Red, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,475.0,N731,,B,Y
iPhone 11,661-13463,"256GB, Red, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N731,,B,Y
iPhone 11,661-13463,"256GB, Red, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N731,,B,Y
iPhone 11,661-13464,"256GB, Yellow, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N732,,B,Y
iPhone 11,661-13464,"256GB, Yellow, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,475.0,N732,,B,Y
iPhone 11,661-13464,"256GB, Yellow, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N732,,B,Y
iPhone 11,661-13464,"256GB, Yellow, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N732,,B,Y
iPhone 11,661-13465,"256GB, Purple, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N733,,B,Y
iPhone 11,661-13465,"256GB, Purple, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,475.0,N733,,B,Y
iPhone 11,661-13465,"256GB, Purple, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N733,,B,Y
iPhone 11,661-13465,"256GB, Purple, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N733,,B,Y
iPhone 11,661-13466,"256GB, Green, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Exchange Price,285.97,N734,,B,Y
iPhone 11,661-13466,"256GB, Green, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Stocking Price ,475.0,N734,,B,Y
iPhone 11,661-13466,"256GB, Green, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Battery Only Price,57.5,N734,,B,Y
iPhone 11,661-13466,"256GB, Green, NA, iPhone 11, CI/AR-XBS",Module,CON7,GBP,Display Only Price,122.85,N734,,B,Y
iPhone 11,661-13574,"Battery, iPhone 11",Module,FR30,GBP,Exchange Price,37.37,M6YN;M6YP;M6YQ;M6YM;M6YR,,B,Y
iPhone 11,661-13574,"Battery, iPhone 11",Module,FR30,GBP,Stocking Price ,57.5,M6YN;M6YP;M6YQ;M6YM;M6YR,,B,Y
iPhone 11,661-13575,"Rear Camera, iPhone 11",Module,FR40,GBP,Exchange Price,46.87,K91P;K91N;K91Q;1LGF,,B,Y
iPhone 11,661-13575,"Rear Camera, iPhone 11",Module,FR40,GBP,Stocking Price ,90.62,K91P;K91N;K91Q;1LGF,,B,Y
iPhone 11,661-14098,"Display, iPhone 11",Module,FR50,GBP,Exchange Price,122.85,KV29;KV27;KV28;04FP,,B,Y
iPhone 11,661-14098,"Display, iPhone 11",Module,FR50,GBP,Stocking Price ,154.05,KV29;KV27;KV28;04FP,,B,Y
iPhone 11,661-16295,"USB-C Power Adapter, 30W",Module,CON2,GBP,Exchange Price,30.8,LV74;0R6Y,,6,N
iPhone 11,661-16295,"USB-C Power Adapter, 30W",Module,CON2,GBP,Stocking Price ,35.93,LV74;0R6Y,,6,N
iPhone 11,661-23800,"TrueDepth Camera, iPhone 11",Module,FR50,GBP,Exchange Price,119.25,KTVQ;KVQK,,B,Y
iPhone 11,661-23800,"TrueDepth Camera, iPhone 11",Module,FR50,GBP,Stocking Price ,141.73,KTVQ;KVQK,,B,Y
iPhone 11,661-5272,"Power Adapter w/Plug, USB, Ultra-Compact, GBR/HKG/SGP",Module,CON2,GBP,Exchange Price,11.73,3DA;3DB;DKH7;F44L;FJ4K;FJ4L;HC0Q;H9TR;P03C;KNRJ,,B,Y
iPhone 11,661-5272,"Power Adapter w/Plug, USB, Ultra-Compact, GBR/HKG/SGP",Module,CON2,GBP,Stocking Price ,13.93,3DA;3DB;DKH7;F44L;FJ4K;FJ4L;HC0Q;H9TR;P03C;KNRJ,,B,Y
iPhone 11,661-5594,"10W Adapter, iPad, Worldwide",Module,CON2,GBP,Exchange Price,11.0,9PL;GSR;F323,661-02310,F,N
iPhone 11,661-5594,"10W Adapter, iPad, Worldwide",Module,CON2,GBP,Stocking Price ,13.93,9PL;GSR;F323,661-02310,F,N
iPhone 11,661-6365,"5W USB Power Adapter, Europe",Module,CON4,GBP,Exchange Price,11.73,G8NN;F42Y;G8NT;DKH8;G8P5;H9TN;H9V8;KD5M,,B,N
iPhone 11,661-6365,"5W USB Power Adapter, Europe",Module,CON4,GBP,Stocking Price ,13.93,G8NN;F42Y;G8NT;DKH8;G8P5;H9TN;H9V8;KD5M,,B,N
iPhone 11,661-7182,12W Adapter,Module,CON2,GBP,Exchange Price,11.73,F4RF,661-03943,F,N
iPhone 11,661-7182,12W Adapter,Module,CON2,GBP,Stocking Price ,13.93,F4RF,661-03943,F,N
iPhone 11,AR661-03066,"Duckhead Adapter, -ARG",Module,CON2,GBP,Exchange Price,4.4,,,1,N
iPhone 11,AR661-03066,"Duckhead Adapter, -ARG",Module,CON2,GBP,Stocking Price ,6.16,,,1,N
iPhone 11,AR661-04537,REP Duckhead Adapter Argentina,Module,,GBP,Exchange Price,0.0,,,F,N
iPhone 11,AR661-04537,REP Duckhead Adapter Argentina,Module,,GBP,Stocking Price ,6.16,,,F,N
iPhone 11,B661-03066,"Duckhead Adapter, -GBR",Module,CON4,GBP,Exchange Price,4.4,,,1,N
iPhone 11,B661-03066,"Duckhead Adapter, -GBR",Module,CON4,GBP,Stocking Price ,6.16,,,1,N
iPhone 11,B661-09645,"SVC,ADAPTER,18W,USB-C-BRITISH",Module,CON2,GBP,Exchange Price,18.33,J747;PPN9,,F,Y
iPhone 11,B661-09645,"SVC,ADAPTER,18W,USB-C-BRITISH",Module,CON2,GBP,Stocking Price ,21.27,J747;PPN9,,F,Y
iPhone 11,B661-17933,"Adapter, USB, 20W, GBR",Module,CON2,GBP,Exchange Price,13.93,PDYN;0462,,B,Y
iPhone 11,B661-17933,"Adapter, USB, 20W, GBR",Module,CON2,GBP,Stocking Price ,13.93,PDYN;0462,,B,Y
iPhone 11,BR661-03066,"Duckhead Adapter, -BRA",Module,CON2,GBP,Exchange Price,4.4,,,1,N
iPhone 11,BR661-03066,"Duckhead Adapter, -BRA",Module,CON2,GBP,Stocking Price ,6.16,,,1,N
iPhone 11,BR661-04537,REP Duckhead Adapter Brazil,Module,,GBP,Exchange Price,0.0,,,F,N
iPhone 11,BR661-04537,REP Duckhead Adapter Brazil,Module,,GBP,Stocking Price ,6.16,,,F,N
iPhone 11,KH661-03066,"Duckhead Adapter, -KOR",Module,CON2,GBP,Exchange Price,4.4,,,1,N
iPhone 11,KH661-03066,"Duckhead Adapter, -KOR",Module,CON2,GBP,Stocking Price ,6.16,,,1,N
iPhone 11,KH661-04537,REP Duckhead Adapter South Korea,Module,,GBP,Exchange Price,0.0,,,F,N
iPhone 11,KH661-04537,REP Duckhead Adapter South Korea,Module,,GBP,Stocking Price ,6.16,,,F,N
iPhone 11,X661-03066,"Duckhead Adapter, -AUS",Module,CON2,GBP,Exchange Price,4.4,,,1,N
iPhone 11,X661-03066,"Duckhead Adapter, -AUS",Module,CON2,GBP,Stocking Price ,6.16,,,1,N
iPhone 11,X661-04537,REP Duckhead Adapter Australia,Module,,GBP,Exchange Price,0.0,,,F,N
iPhone 11,X661-04537,REP Duckhead Adapter Australia,Module,,GBP,Stocking Price ,6.16,,,F,N
iPhone 11,ZD661-08255,"LOANER,IPHONE 7,GSM,32GB-ZDD",Module,RMB4,GBP,Exchange Price,183.33,HG7J;HG7G;HG7F;HG7H;J5KN,,B,Y
iPhone 11,ZD661-08255,"LOANER,IPHONE 7,GSM,32GB-ZDD",Module,RMB4,GBP,Stocking Price ,220.0,HG7J;HG7G;HG7F;HG7H;J5KN,,B,Y
iPhone 11,ZD661-10372,"LOANER,IPHONE 8,GSM,64GB-ZDD",Module,RMB4,GBP,Exchange Price,170.5,JC68;JC69;JC67;JWF7,,B,Y
iPhone 11,ZD661-10372,"LOANER,IPHONE 8,GSM,64GB-ZDD",Module,RMB4,GBP,Stocking Price ,220.0,JC68;JC69;JC67;JWF7,,B,Y
iPhone 11,ZD661-13315,"64GB, Black, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N735,,B,Y
iPhone 11,ZD661-13315,"64GB, Black, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,365.0,N735,,B,Y
iPhone 11,ZD661-13315,"64GB, Black, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N735,,B,Y
iPhone 11,ZD661-13315,"64GB, Black, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N735,,B,Y
iPhone 11,ZD661-13316,"64GB, White, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N736,,B,Y
iPhone 11,ZD661-13316,"64GB, White, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,365.0,N736,,B,Y
iPhone 11,ZD661-13316,"64GB, White, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N736,,B,Y
iPhone 11,ZD661-13316,"64GB, White, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N736,,B,Y
iPhone 11,ZD661-13317,"64GB, Red, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N737,,B,Y
iPhone 11,ZD661-13317,"64GB, Red, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,365.0,N737,,B,Y
iPhone 11,ZD661-13317,"64GB, Red, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N737,,B,Y
iPhone 11,ZD661-13317,"64GB, Red, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N737,,B,Y
iPhone 11,ZD661-13318,"64GB, Yellow, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N738,,B,Y
iPhone 11,ZD661-13318,"64GB, Yellow, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,365.0,N738,,B,Y
iPhone 11,ZD661-13318,"64GB, Yellow, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N738,,B,Y
iPhone 11,ZD661-13318,"64GB, Yellow, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N738,,B,Y
iPhone 11,ZD661-13319,"64GB, Purple, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N739,,B,Y
iPhone 11,ZD661-13319,"64GB, Purple, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,365.0,N739,,B,Y
iPhone 11,ZD661-13319,"64GB, Purple, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N739,,B,Y
iPhone 11,ZD661-13319,"64GB, Purple, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N739,,B,Y
iPhone 11,ZD661-13320,"64GB, Green, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N73C,,B,Y
iPhone 11,ZD661-13320,"64GB, Green, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,365.0,N73C,,B,Y
iPhone 11,ZD661-13320,"64GB, Green, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N73C,,B,Y
iPhone 11,ZD661-13320,"64GB, Green, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N73C,,B,Y
iPhone 11,ZD661-13321,"128GB, Black, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N73D,,B,Y
iPhone 11,ZD661-13321,"128GB, Black, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,400.0,N73D,,B,Y
iPhone 11,ZD661-13321,"128GB, Black, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N73D,,B,Y
iPhone 11,ZD661-13321,"128GB, Black, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N73D,,B,Y
iPhone 11,ZD661-13322,"128GB, White, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N73F,,B,Y
iPhone 11,ZD661-13322,"128GB, White, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,400.0,N73F,,B,Y
iPhone 11,ZD661-13322,"128GB, White, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N73F,,B,Y
iPhone 11,ZD661-13322,"128GB, White, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N73F,,B,Y
iPhone 11,ZD661-13323,"128GB, Red, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N73G,,B,Y
iPhone 11,ZD661-13323,"128GB, Red, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,400.0,N73G,,B,Y
iPhone 11,ZD661-13323,"128GB, Red, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N73G,,B,Y
iPhone 11,ZD661-13323,"128GB, Red, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N73G,,B,Y
iPhone 11,ZD661-13324,"128GB, Yellow, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N73H,,B,Y
iPhone 11,ZD661-13324,"128GB, Yellow, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,400.0,N73H,,B,Y
iPhone 11,ZD661-13324,"128GB, Yellow, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N73H,,B,Y
iPhone 11,ZD661-13324,"128GB, Yellow, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N73H,,B,Y
iPhone 11,ZD661-13325,"128GB, Purple, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N73J,,B,Y
iPhone 11,ZD661-13325,"128GB, Purple, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,400.0,N73J,,B,Y
iPhone 11,ZD661-13325,"128GB, Purple, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N73J,,B,Y
iPhone 11,ZD661-13325,"128GB, Purple, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N73J,,B,Y
iPhone 11,ZD661-13326,"128GB, Green, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N73K,,B,Y
iPhone 11,ZD661-13326,"128GB, Green, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,400.0,N73K,,B,Y
iPhone 11,ZD661-13326,"128GB, Green, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N73K,,B,Y
iPhone 11,ZD661-13326,"128GB, Green, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N73K,,B,Y
iPhone 11,ZD661-13327,"256GB, Black, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N73L,,B,Y
iPhone 11,ZD661-13327,"256GB, Black, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,475.0,N73L,,B,Y
iPhone 11,ZD661-13327,"256GB, Black, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N73L,,B,Y
iPhone 11,ZD661-13327,"256GB, Black, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N73L,,B,Y
iPhone 11,ZD661-13328,"256GB, White, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N73M,,B,Y
iPhone 11,ZD661-13328,"256GB, White, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,475.0,N73M,,B,Y
iPhone 11,ZD661-13328,"256GB, White, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N73M,,B,Y
iPhone 11,ZD661-13328,"256GB, White, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N73M,,B,Y
iPhone 11,ZD661-13329,"256GB, Red, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Exchange Price,285.97,N73N,,B,Y
iPhone 11,ZD661-13329,"256GB, Red, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Stocking Price ,475.0,N73N,,B,Y
iPhone 11,ZD661-13329,"256GB, Red, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Battery Only Price,57.5,N73N,,B,Y
iPhone 11,ZD661-13329,"256GB, Red, ROW, iPhone 11, CI/AR-ZDD",Module,CON7,GBP,Display Only Price,122.85,N73N,,B,Y
